날짜,요일,날씨,기온,강수mm,행사중여부,공휴일여부,신메뉴여부,품목,구분,수요,판매수량,매진여부,매진시각,비고_시나리오
2025-03-07,금,맑음,8.3,0.0,False,False,False,아메리카노,판매음료,55,55,False,,정상
2025-03-07,금,맑음,8.3,0.0,False,False,False,카페 모카,판매음료,19,19,False,,정상
2025-03-07,금,맑음,8.3,0.0,False,False,False,그린 티 라테,판매음료,15,15,False,,정상
2025-03-08,토,흐림,6.3,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,22,22,False,,정상
2025-03-08,토,흐림,6.3,0.0,False,False,False,단호박 에그 샌드위치,완제품,17,17,False,,정상
2025-03-08,토,흐림,6.3,0.0,False,False,False,크루아상,완제품,34,30,True,16:00,정상
2025-03-08,토,흐림,6.3,0.0,False,False,False,뉴욕 치즈 케이크,완제품,12,12,False,,정상
2025-03-08,토,흐림,6.3,0.0,False,False,False,카페 라테,판매음료,54,54,False,,정상
2025-03-08,토,흐림,6.3,0.0,False,False,False,아메리카노,판매음료,70,70,False,,정상
2025-03-08,토,흐림,6.3,0.0,False,False,False,카페 모카,판매음료,24,24,False,,정상
2025-03-08,토,흐림,6.3,0.0,False,False,False,그린 티 라테,판매음료,18,18,False,,정상
2025-03-09,일,흐림,10.8,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,20,20,False,,정상
2025-03-09,일,흐림,10.8,0.0,False,False,False,단호박 에그 샌드위치,완제품,15,15,False,,정상
2025-03-09,일,흐림,10.8,0.0,False,False,False,크루아상,완제품,30,30,False,,정상
2025-03-09,일,흐림,10.8,0.0,False,False,False,뉴욕 치즈 케이크,완제품,11,11,False,,정상
2025-03-09,일,흐림,10.8,0.0,False,False,False,카페 라테,판매음료,52,52,False,,정상
2025-03-09,일,흐림,10.8,0.0,False,False,False,아메리카노,판매음료,61,61,False,,정상
2025-03-09,일,흐림,10.8,0.0,False,False,False,카페 모카,판매음료,21,21,False,,정상
2025-03-09,일,흐림,10.8,0.0,False,False,False,그린 티 라테,판매음료,17,17,False,,정상
2025-03-10,월,맑음,9.4,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,18,18,False,,정상
2025-03-10,월,맑음,9.4,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-03-10,월,맑음,9.4,0.0,False,False,False,크루아상,완제품,25,25,False,,정상
2025-03-10,월,맑음,9.4,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-03-10,월,맑음,9.4,0.0,False,False,False,카페 라테,판매음료,41,41,False,,정상
2025-03-10,월,맑음,9.4,0.0,False,False,False,아메리카노,판매음료,56,56,False,,정상
2025-03-10,월,맑음,9.4,0.0,False,False,False,카페 모카,판매음료,19,19,False,,정상
2025-03-10,월,맑음,9.4,0.0,False,False,False,그린 티 라테,판매음료,14,14,False,,정상
2025-03-11,화,흐림,2.7,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-03-11,화,흐림,2.7,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-03-11,화,흐림,2.7,0.0,False,False,False,크루아상,완제품,23,23,False,,정상
2025-03-11,화,흐림,2.7,0.0,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-03-11,화,흐림,2.7,0.0,False,False,False,카페 라테,판매음료,38,38,False,,정상
2025-03-11,화,흐림,2.7,0.0,False,False,False,아메리카노,판매음료,51,51,False,,정상
2025-03-11,화,흐림,2.7,0.0,False,False,False,카페 모카,판매음료,18,18,False,,정상
2025-03-11,화,흐림,2.7,0.0,False,False,False,그린 티 라테,판매음료,15,15,False,,정상
2025-03-12,수,맑음,9.8,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-03-12,수,맑음,9.8,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-03-12,수,맑음,9.8,0.0,False,False,False,크루아상,완제품,22,22,False,,정상
2025-03-12,수,맑음,9.8,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-03-12,수,맑음,9.8,0.0,False,False,False,카페 라테,판매음료,39,39,False,,정상
2025-03-12,수,맑음,9.8,0.0,False,False,False,아메리카노,판매음료,48,48,False,,정상
2025-03-12,수,맑음,9.8,0.0,False,False,False,카페 모카,판매음료,19,19,False,,정상
2025-03-12,수,맑음,9.8,0.0,False,False,False,그린 티 라테,판매음료,15,15,False,,정상
2025-03-13,목,맑음,10.9,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-03-13,목,맑음,10.9,0.0,False,False,False,단호박 에그 샌드위치,완제품,14,14,False,,정상
2025-03-13,목,맑음,10.9,0.0,False,False,False,크루아상,완제품,26,26,False,,정상
2025-03-13,목,맑음,10.9,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-03-13,목,맑음,10.9,0.0,False,False,False,카페 라테,판매음료,44,44,False,,정상
2025-03-13,목,맑음,10.9,0.0,False,False,False,아메리카노,판매음료,55,55,False,,정상
2025-03-13,목,맑음,10.9,0.0,False,False,False,카페 모카,판매음료,19,19,False,,정상
2025-03-13,목,맑음,10.9,0.0,False,False,False,그린 티 라테,판매음료,14,14,False,,정상
2025-03-14,금,맑음,11.0,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,18,18,False,,정상
2025-03-14,금,맑음,11.0,0.0,False,False,False,단호박 에그 샌드위치,완제품,14,14,False,,정상
2025-03-14,금,맑음,11.0,0.0,False,False,False,크루아상,완제품,26,26,False,,정상
2025-03-14,금,맑음,11.0,0.0,False,False,False,뉴욕 치즈 케이크,완제품,10,10,False,,정상
2025-03-14,금,맑음,11.0,0.0,False,False,False,카페 라테,판매음료,43,43,False,,정상
2025-03-14,금,맑음,11.0,0.0,False,False,False,아메리카노,판매음료,54,54,False,,정상
2025-03-14,금,맑음,11.0,0.0,False,False,False,카페 모카,판매음료,19,19,False,,정상
2025-03-14,금,맑음,11.0,0.0,False,False,False,그린 티 라테,판매음료,16,16,False,,정상
2025-03-15,토,비,8.0,19.4,False,False,False,치킨 토마토 치즈 샌드위치,완제품,19,19,False,,정상
2025-03-15,토,비,8.0,19.4,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-03-15,토,비,8.0,19.4,False,False,False,크루아상,완제품,27,27,False,,정상
2025-03-15,토,비,8.0,19.4,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-03-15,토,비,8.0,19.4,False,False,False,카페 라테,판매음료,42,42,False,,정상
2025-03-15,토,비,8.0,19.4,False,False,False,아메리카노,판매음료,55,55,False,,정상
2025-03-15,토,비,8.0,19.4,False,False,False,카페 모카,판매음료,19,19,False,,정상
2025-03-15,토,비,8.0,19.4,False,False,False,그린 티 라테,판매음료,15,15,False,,정상
2025-03-16,일,맑음,8.1,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,22,22,False,,정상
2025-03-16,일,맑음,8.1,0.0,False,False,False,단호박 에그 샌드위치,완제품,18,18,False,,정상
2025-03-16,일,맑음,8.1,0.0,False,False,False,크루아상,완제품,29,29,False,,정상
2025-03-16,일,맑음,8.1,0.0,False,False,False,뉴욕 치즈 케이크,완제품,11,10,True,16:00,정상
2025-03-16,일,맑음,8.1,0.0,False,False,False,카페 라테,판매음료,56,56,False,,정상
2025-03-16,일,맑음,8.1,0.0,False,False,False,아메리카노,판매음료,64,64,False,,정상
2025-03-16,일,맑음,8.1,0.0,False,False,False,카페 모카,판매음료,25,25,False,,정상
2025-03-16,일,맑음,8.1,0.0,False,False,False,그린 티 라테,판매음료,17,17,False,,정상
2025-03-17,월,흐림,6.3,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,18,18,False,,정상
2025-03-17,월,흐림,6.3,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-03-17,월,흐림,6.3,0.0,False,False,False,크루아상,완제품,23,23,False,,정상
2025-03-17,월,흐림,6.3,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-03-17,월,흐림,6.3,0.0,False,False,False,카페 라테,판매음료,41,41,False,,정상
2025-03-17,월,흐림,6.3,0.0,False,False,False,아메리카노,판매음료,51,51,False,,정상
2025-03-17,월,흐림,6.3,0.0,False,False,False,카페 모카,판매음료,17,17,False,,정상
2025-03-17,월,흐림,6.3,0.0,False,False,False,그린 티 라테,판매음료,15,15,False,,정상
2025-03-18,화,맑음,13.0,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,19,19,False,,정상
2025-03-18,화,맑음,13.0,0.0,False,False,False,단호박 에그 샌드위치,완제품,14,14,False,,정상
2025-03-18,화,맑음,13.0,0.0,False,False,False,크루아상,완제품,23,23,False,,정상
2025-03-18,화,맑음,13.0,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-03-18,화,맑음,13.0,0.0,False,False,False,카페 라테,판매음료,42,42,False,,정상
2025-03-18,화,맑음,13.0,0.0,False,False,False,아메리카노,판매음료,56,56,False,,정상
2025-03-18,화,맑음,13.0,0.0,False,False,False,카페 모카,판매음료,20,20,False,,정상
2025-03-18,화,맑음,13.0,0.0,False,False,False,그린 티 라테,판매음료,15,15,False,,정상
2025-03-19,수,흐림,12.0,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,16,16,False,,정상
2025-03-19,수,흐림,12.0,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-03-19,수,흐림,12.0,0.0,False,False,False,크루아상,완제품,22,22,False,,정상
2025-03-19,수,흐림,12.0,0.0,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-03-19,수,흐림,12.0,0.0,False,False,False,카페 라테,판매음료,36,36,False,,정상
2025-03-19,수,흐림,12.0,0.0,False,False,False,아메리카노,판매음료,45,45,False,,정상
2025-03-19,수,흐림,12.0,0.0,False,False,False,카페 모카,판매음료,17,17,False,,정상
2025-03-19,수,흐림,12.0,0.0,False,False,False,그린 티 라테,판매음료,13,13,False,,정상
2025-03-20,목,흐림,9.4,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,16,16,False,,정상
2025-03-20,목,흐림,9.4,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-03-20,목,흐림,9.4,0.0,False,False,False,크루아상,완제품,23,23,False,,정상
2025-03-20,목,흐림,9.4,0.0,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-03-20,목,흐림,9.4,0.0,False,False,False,카페 라테,판매음료,42,42,False,,정상
2025-03-20,목,흐림,9.4,0.0,False,False,False,아메리카노,판매음료,53,53,False,,정상
2025-03-20,목,흐림,9.4,0.0,False,False,False,카페 모카,판매음료,19,19,False,,정상
2025-03-20,목,흐림,9.4,0.0,False,False,False,그린 티 라테,판매음료,14,14,False,,정상
2025-03-21,금,맑음,12.9,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,18,18,False,,정상
2025-03-21,금,맑음,12.9,0.0,False,False,False,단호박 에그 샌드위치,완제품,15,15,False,,정상
2025-03-21,금,맑음,12.9,0.0,False,False,False,크루아상,완제품,27,27,False,,정상
2025-03-21,금,맑음,12.9,0.0,False,False,False,뉴욕 치즈 케이크,완제품,10,10,False,,정상
2025-03-21,금,맑음,12.9,0.0,False,False,False,카페 라테,판매음료,45,45,False,,정상
2025-03-21,금,맑음,12.9,0.0,False,False,False,아메리카노,판매음료,56,56,False,,정상
2025-03-21,금,맑음,12.9,0.0,False,False,False,카페 모카,판매음료,20,20,False,,정상
2025-03-21,금,맑음,12.9,0.0,False,False,False,그린 티 라테,판매음료,15,15,False,,정상
2025-03-22,토,비,7.0,18.7,False,False,False,치킨 토마토 치즈 샌드위치,완제품,19,19,False,,정상
2025-03-22,토,비,7.0,18.7,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-03-22,토,비,7.0,18.7,False,False,False,크루아상,완제품,25,25,False,,정상
2025-03-22,토,비,7.0,18.7,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-03-22,토,비,7.0,18.7,False,False,False,카페 라테,판매음료,43,43,False,,정상
2025-03-22,토,비,7.0,18.7,False,False,False,아메리카노,판매음료,51,51,False,,정상
2025-03-22,토,비,7.0,18.7,False,False,False,카페 모카,판매음료,19,19,False,,정상
2025-03-22,토,비,7.0,18.7,False,False,False,그린 티 라테,판매음료,14,14,False,,정상
2025-03-23,일,비,11.8,7.5,False,False,False,치킨 토마토 치즈 샌드위치,완제품,16,16,False,,정상
2025-03-23,일,비,11.8,7.5,False,False,False,단호박 에그 샌드위치,완제품,12,12,False,,정상
2025-03-23,일,비,11.8,7.5,False,False,False,크루아상,완제품,23,23,False,,정상
2025-03-23,일,비,11.8,7.5,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-03-23,일,비,11.8,7.5,False,False,False,카페 라테,판매음료,39,39,False,,정상
2025-03-23,일,비,11.8,7.5,False,False,False,아메리카노,판매음료,48,48,False,,정상
2025-03-23,일,비,11.8,7.5,False,False,False,카페 모카,판매음료,19,19,False,,정상
2025-03-23,일,비,11.8,7.5,False,False,False,그린 티 라테,판매음료,14,14,False,,정상
2025-03-24,월,맑음,0.5,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,19,19,False,,정상
2025-03-24,월,맑음,0.5,0.0,False,False,False,단호박 에그 샌드위치,완제품,14,14,False,,정상
2025-03-24,월,맑음,0.5,0.0,False,False,False,크루아상,완제품,26,26,False,,정상
2025-03-24,월,맑음,0.5,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-03-24,월,맑음,0.5,0.0,False,False,False,카페 라테,판매음료,44,44,False,,정상
2025-03-24,월,맑음,0.5,0.0,False,False,False,아메리카노,판매음료,50,50,False,,정상
2025-03-24,월,맑음,0.5,0.0,False,False,False,카페 모카,판매음료,20,20,False,,정상
2025-03-24,월,맑음,0.5,0.0,False,False,False,그린 티 라테,판매음료,15,15,False,,정상
2025-03-25,화,비,1.4,18.2,False,False,False,치킨 토마토 치즈 샌드위치,완제품,14,14,False,,정상
2025-03-25,화,비,1.4,18.2,False,False,False,단호박 에그 샌드위치,완제품,9,9,False,,정상
2025-03-25,화,비,1.4,18.2,False,False,False,크루아상,완제품,18,18,False,,정상
2025-03-25,화,비,1.4,18.2,False,False,False,뉴욕 치즈 케이크,완제품,7,7,False,,정상
2025-03-25,화,비,1.4,18.2,False,False,False,카페 라테,판매음료,30,30,False,,정상
2025-03-25,화,비,1.4,18.2,False,False,False,아메리카노,판매음료,40,40,False,,정상
2025-03-25,화,비,1.4,18.2,False,False,False,카페 모카,판매음료,14,14,False,,정상
2025-03-25,화,비,1.4,18.2,False,False,False,그린 티 라테,판매음료,11,11,False,,정상
2025-03-26,수,흐림,8.4,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-03-26,수,흐림,8.4,0.0,False,False,False,단호박 에그 샌드위치,완제품,12,12,False,,정상
2025-03-26,수,흐림,8.4,0.0,False,False,False,크루아상,완제품,22,22,False,,정상
2025-03-26,수,흐림,8.4,0.0,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-03-26,수,흐림,8.4,0.0,False,False,False,카페 라테,판매음료,36,36,False,,정상
2025-03-26,수,흐림,8.4,0.0,False,False,False,아메리카노,판매음료,49,49,False,,정상
2025-03-26,수,흐림,8.4,0.0,False,False,False,카페 모카,판매음료,16,16,False,,정상
2025-03-26,수,흐림,8.4,0.0,False,False,False,그린 티 라테,판매음료,14,14,False,,정상
2025-03-27,목,비,6.0,3.8,False,False,False,치킨 토마토 치즈 샌드위치,완제품,14,14,False,,정상
2025-03-27,목,비,6.0,3.8,False,False,False,단호박 에그 샌드위치,완제품,10,10,False,,정상
2025-03-27,목,비,6.0,3.8,False,False,False,크루아상,완제품,19,19,False,,정상
2025-03-27,목,비,6.0,3.8,False,False,False,뉴욕 치즈 케이크,완제품,7,7,False,,정상
2025-03-27,목,비,6.0,3.8,False,False,False,카페 라테,판매음료,32,32,False,,정상
2025-03-27,목,비,6.0,3.8,False,False,False,아메리카노,판매음료,40,40,False,,정상
2025-03-27,목,비,6.0,3.8,False,False,False,카페 모카,판매음료,15,15,False,,정상
2025-03-27,목,비,6.0,3.8,False,False,False,그린 티 라테,판매음료,11,11,False,,정상
2025-03-28,금,맑음,11.4,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,18,18,False,,정상
2025-03-28,금,맑음,11.4,0.0,False,False,False,단호박 에그 샌드위치,완제품,14,14,False,,정상
2025-03-28,금,맑음,11.4,0.0,False,False,False,크루아상,완제품,26,26,False,,정상
2025-03-28,금,맑음,11.4,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-03-28,금,맑음,11.4,0.0,False,False,False,카페 라테,판매음료,48,48,False,,정상
2025-03-28,금,맑음,11.4,0.0,False,False,False,아메리카노,판매음료,52,52,False,,정상
2025-03-28,금,맑음,11.4,0.0,False,False,False,카페 모카,판매음료,19,19,False,,정상
2025-03-28,금,맑음,11.4,0.0,False,False,False,그린 티 라테,판매음료,15,15,False,,정상
2025-03-29,토,비,7.1,3.6,False,False,False,치킨 토마토 치즈 샌드위치,완제품,18,18,False,,정상
2025-03-29,토,비,7.1,3.6,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-03-29,토,비,7.1,3.6,False,False,False,크루아상,완제품,26,26,False,,정상
2025-03-29,토,비,7.1,3.6,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-03-29,토,비,7.1,3.6,False,False,False,카페 라테,판매음료,43,43,False,,정상
2025-03-29,토,비,7.1,3.6,False,False,False,아메리카노,판매음료,53,53,False,,정상
2025-03-29,토,비,7.1,3.6,False,False,False,카페 모카,판매음료,21,21,False,,정상
2025-03-29,토,비,7.1,3.6,False,False,False,그린 티 라테,판매음료,16,16,False,,정상
2025-03-30,일,맑음,4.9,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,21,21,False,,정상
2025-03-30,일,맑음,4.9,0.0,False,False,False,단호박 에그 샌드위치,완제품,16,16,False,,정상
2025-03-30,일,맑음,4.9,0.0,False,False,False,크루아상,완제품,32,32,False,,정상
2025-03-30,일,맑음,4.9,0.0,False,False,False,뉴욕 치즈 케이크,완제품,11,11,False,,정상
2025-03-30,일,맑음,4.9,0.0,False,False,False,카페 라테,판매음료,52,52,False,,정상
2025-03-30,일,맑음,4.9,0.0,False,False,False,아메리카노,판매음료,67,67,False,,정상
2025-03-30,일,맑음,4.9,0.0,False,False,False,카페 모카,판매음료,24,24,False,,정상
2025-03-30,일,맑음,4.9,0.0,False,False,False,그린 티 라테,판매음료,18,18,False,,정상
2025-03-31,월,맑음,2.2,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-03-31,월,맑음,2.2,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-03-31,월,맑음,2.2,0.0,False,False,False,크루아상,완제품,24,24,False,,정상
2025-03-31,월,맑음,2.2,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-03-31,월,맑음,2.2,0.0,False,False,False,카페 라테,판매음료,43,43,False,,정상
2025-03-31,월,맑음,2.2,0.0,False,False,False,아메리카노,판매음료,56,56,False,,정상
2025-03-31,월,맑음,2.2,0.0,False,False,False,카페 모카,판매음료,20,20,False,,정상
2025-03-31,월,맑음,2.2,0.0,False,False,False,그린 티 라테,판매음료,15,15,False,,정상
2025-04-01,화,맑음,15.1,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,18,18,False,,정상
2025-04-01,화,맑음,15.1,0.0,False,False,False,단호박 에그 샌드위치,완제품,14,14,False,,정상
2025-04-01,화,맑음,15.1,0.0,False,False,False,크루아상,완제품,25,25,False,,정상
2025-04-01,화,맑음,15.1,0.0,False,False,False,뉴욕 치즈 케이크,완제품,10,10,False,,정상
2025-04-01,화,맑음,15.1,0.0,False,False,False,카페 라테,판매음료,47,47,False,,정상
2025-04-01,화,맑음,15.1,0.0,False,False,False,아메리카노,판매음료,57,57,False,,정상
2025-04-01,화,맑음,15.1,0.0,False,False,False,카페 모카,판매음료,21,21,False,,정상
2025-04-01,화,맑음,15.1,0.0,False,False,False,그린 티 라테,판매음료,16,16,False,,정상
2025-04-02,수,흐림,15.8,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,16,16,False,,정상
2025-04-02,수,흐림,15.8,0.0,False,False,False,단호박 에그 샌드위치,완제품,12,12,False,,정상
2025-04-02,수,흐림,15.8,0.0,False,False,False,크루아상,완제품,24,24,False,,정상
2025-04-02,수,흐림,15.8,0.0,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-04-02,수,흐림,15.8,0.0,False,False,False,카페 라테,판매음료,39,39,False,,정상
2025-04-02,수,흐림,15.8,0.0,False,False,False,아메리카노,판매음료,52,52,False,,정상
2025-04-02,수,흐림,15.8,0.0,False,False,False,카페 모카,판매음료,18,18,False,,정상
2025-04-02,수,흐림,15.8,0.0,False,False,False,그린 티 라테,판매음료,14,14,False,,정상
2025-04-03,목,비,13.4,11.1,False,False,False,치킨 토마토 치즈 샌드위치,완제품,13,13,False,,정상
2025-04-03,목,비,13.4,11.1,False,False,False,단호박 에그 샌드위치,완제품,11,11,False,,정상
2025-04-03,목,비,13.4,11.1,False,False,False,크루아상,완제품,19,19,False,,정상
2025-04-03,목,비,13.4,11.1,False,False,False,뉴욕 치즈 케이크,완제품,6,6,False,,정상
2025-04-03,목,비,13.4,11.1,False,False,False,카페 라테,판매음료,36,36,False,,정상
2025-04-03,목,비,13.4,11.1,False,False,False,아메리카노,판매음료,41,41,False,,정상
2025-04-03,목,비,13.4,11.1,False,False,False,카페 모카,판매음료,16,16,False,,정상
2025-04-03,목,비,13.4,11.1,False,False,False,그린 티 라테,판매음료,12,12,False,,정상
2025-04-04,금,비,10.5,6.2,False,False,False,치킨 토마토 치즈 샌드위치,완제품,15,15,False,,정상
2025-04-04,금,비,10.5,6.2,False,False,False,단호박 에그 샌드위치,완제품,10,10,False,,정상
2025-04-04,금,비,10.5,6.2,False,False,False,크루아상,완제품,19,19,False,,정상
2025-04-04,금,비,10.5,6.2,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-04-04,금,비,10.5,6.2,False,False,False,카페 라테,판매음료,35,35,False,,정상
2025-04-04,금,비,10.5,6.2,False,False,False,아메리카노,판매음료,46,46,False,,정상
2025-04-04,금,비,10.5,6.2,False,False,False,카페 모카,판매음료,16,16,False,,정상
2025-04-04,금,비,10.5,6.2,False,False,False,그린 티 라테,판매음료,12,12,False,,정상
2025-04-05,토,흐림,11.0,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,22,22,False,,정상
2025-04-05,토,흐림,11.0,0.0,False,False,False,단호박 에그 샌드위치,완제품,18,18,False,,정상
2025-04-05,토,흐림,11.0,0.0,False,False,False,크루아상,완제품,32,32,False,,정상
2025-04-05,토,흐림,11.0,0.0,False,False,False,뉴욕 치즈 케이크,완제품,12,12,False,,정상
2025-04-05,토,흐림,11.0,0.0,False,False,False,카페 라테,판매음료,58,58,False,,정상
2025-04-05,토,흐림,11.0,0.0,False,False,False,아메리카노,판매음료,74,74,False,,정상
2025-04-05,토,흐림,11.0,0.0,False,False,False,카페 모카,판매음료,27,27,False,,정상
2025-04-05,토,흐림,11.0,0.0,False,False,False,그린 티 라테,판매음료,20,20,False,,정상
2025-04-06,일,맑음,12.4,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,22,22,False,,정상
2025-04-06,일,맑음,12.4,0.0,False,False,False,단호박 에그 샌드위치,완제품,17,17,False,,정상
2025-04-06,일,맑음,12.4,0.0,False,False,False,크루아상,완제품,32,32,False,,정상
2025-04-06,일,맑음,12.4,0.0,False,False,False,뉴욕 치즈 케이크,완제품,11,11,False,,정상
2025-04-06,일,맑음,12.4,0.0,False,False,False,카페 라테,판매음료,58,58,False,,정상
2025-04-06,일,맑음,12.4,0.0,False,False,False,아메리카노,판매음료,72,72,False,,정상
2025-04-06,일,맑음,12.4,0.0,False,False,False,카페 모카,판매음료,27,27,False,,정상
2025-04-06,일,맑음,12.4,0.0,False,False,False,그린 티 라테,판매음료,19,19,False,,정상
2025-04-07,월,맑음,8.8,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,18,18,False,,정상
2025-04-07,월,맑음,8.8,0.0,False,False,False,단호박 에그 샌드위치,완제품,14,14,False,,정상
2025-04-07,월,맑음,8.8,0.0,False,False,False,크루아상,완제품,25,25,False,,정상
2025-04-07,월,맑음,8.8,0.0,False,False,False,뉴욕 치즈 케이크,완제품,8,6,True,14:00,정상
2025-04-07,월,맑음,8.8,0.0,False,False,False,카페 라테,판매음료,46,46,False,,정상
2025-04-07,월,맑음,8.8,0.0,False,False,False,아메리카노,판매음료,54,54,False,,정상
2025-04-07,월,맑음,8.8,0.0,False,False,False,카페 모카,판매음료,20,20,False,,정상
2025-04-07,월,맑음,8.8,0.0,False,False,False,그린 티 라테,판매음료,15,15,False,,정상
2025-04-08,화,맑음,12.6,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,18,18,False,,정상
2025-04-08,화,맑음,12.6,0.0,False,False,False,단호박 에그 샌드위치,완제품,14,14,False,,정상
2025-04-08,화,맑음,12.6,0.0,False,False,False,크루아상,완제품,23,23,False,,정상
2025-04-08,화,맑음,12.6,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-04-08,화,맑음,12.6,0.0,False,False,False,카페 라테,판매음료,47,47,False,,정상
2025-04-08,화,맑음,12.6,0.0,False,False,False,아메리카노,판매음료,54,54,False,,정상
2025-04-08,화,맑음,12.6,0.0,False,False,False,카페 모카,판매음료,20,20,False,,정상
2025-04-08,화,맑음,12.6,0.0,False,False,False,그린 티 라테,판매음료,16,16,False,,정상
2025-04-09,수,맑음,19.8,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-04-09,수,맑음,19.8,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-04-09,수,맑음,19.8,0.0,False,False,False,크루아상,완제품,24,24,False,,정상
2025-04-09,수,맑음,19.8,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-04-09,수,맑음,19.8,0.0,False,False,False,카페 라테,판매음료,43,43,False,,정상
2025-04-09,수,맑음,19.8,0.0,False,False,False,아메리카노,판매음료,51,51,False,,정상
2025-04-09,수,맑음,19.8,0.0,False,False,False,카페 모카,판매음료,19,19,False,,정상
2025-04-09,수,맑음,19.8,0.0,False,False,False,그린 티 라테,판매음료,15,15,False,,정상
2025-04-10,목,맑음,18.3,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-04-10,목,맑음,18.3,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-04-10,목,맑음,18.3,0.0,False,False,False,크루아상,완제품,26,26,False,,정상
2025-04-10,목,맑음,18.3,0.0,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-04-10,목,맑음,18.3,0.0,False,False,False,카페 라테,판매음료,43,43,False,,정상
2025-04-10,목,맑음,18.3,0.0,False,False,False,아메리카노,판매음료,56,56,False,,정상
2025-04-10,목,맑음,18.3,0.0,False,False,False,카페 모카,판매음료,20,20,False,,정상
2025-04-10,목,맑음,18.3,0.0,False,False,False,그린 티 라테,판매음료,15,15,False,,정상
